#EnsemblGeneID(0)	Chromosome(1)	ExonStart(bp)(2)	ExonEnd(bp)(3)	Strand(4)
AAEL004348	supercont1.115	144374	146302	+
AAEL009656	supercont1.415	96713	98248	-
AAEL014745	supercont1.1247	122083	122283	+
AAEL012165	supercont1.662	500144	500307	+
AAEL012165	supercont1.662	522376	522410	+
AAEL012165	supercont1.662	522482	522540	+
AAEL012165	supercont1.662	522728	523130	+
AAEL012165	supercont1.662	531522	531918	+
AAEL012165	supercont1.662	535723	535730	+
AAEL012165	supercont1.662	513951	514083	+
AAEL012165	supercont1.662	514432	514581	+
AAEL012165	supercont1.662	522376	522410	+
AAEL012165	supercont1.662	522482	522540	+
AAEL012165	supercont1.662	522728	523130	+
AAEL012165	supercont1.662	531522	531918	+
AAEL012165	supercont1.662	535723	535730	+
AAEL007697	supercont1.275	771234	771301	+
AAEL007697	supercont1.275	771359	772050	+
AAEL005316	supercont1.151	394288	394514	-
AAEL005316	supercont1.151	394603	394834	-
AAEL005316	supercont1.151	426418	427118	-
AAEL008493	supercont1.329	263981	264106	+
AAEL008493	supercont1.329	264167	264399	+
AAEL008493	supercont1.329	265476	265619	+
AAEL008493	supercont1.329	265682	265776	+
AAEL008493	supercont1.329	265833	266447	+
AAEL008330	supercont1.314	1156201	1156406	+
AAEL008330	supercont1.314	1156840	1156977	+
AAEL008330	supercont1.314	1172284	1172656	+
AAEL008330	supercont1.314	1172715	1174076	+
AAEL001535	supercont1.35	269214	269440	-
AAEL001535	supercont1.35	283287	283317	-
AAEL004618	supercont1.125	876479	876728	+
AAEL004618	supercont1.125	877053	877197	+
AAEL004618	supercont1.125	877257	877297	+
AAEL004618	supercont1.125	877550	877828	+
AAEL004618	supercont1.125	877970	878275	+
AAEL004618	supercont1.125	878419	878551	+
AAEL004618	supercont1.125	878611	878987	+
AAEL003750	supercont1.96	1598518	1599046	-
AAEL003750	supercont1.96	1599143	1599707	-
AAEL003750	supercont1.96	1609105	1609251	-
AAEL003750	supercont1.96	1598518	1599707	-
AAEL003750	supercont1.96	1609105	1609251	-
AAEL002233	supercont1.51	1302575	1302616	+
AAEL002233	supercont1.51	1302683	1303089	+
AAEL003688	supercont1.94	2015834	2016468	-
AAEL003688	supercont1.94	2016535	2016803	-
AAEL003688	supercont1.94	2017547	2017817	-
AAEL003688	supercont1.94	2017884	2018458	-
AAEL003688	supercont1.94	2021192	2021240	-
AAEL003688	supercont1.94	2021275	2021337	-
AAEL003688	supercont1.94	2032251	2032311	-
AAEL003688	supercont1.94	2032366	2032518	-
AAEL003688	supercont1.94	2032687	2033711	-
AAEL003688	supercont1.94	2035659	2035795	-
AAEL003688	supercont1.94	2035875	2036304	-
AAEL006702	supercont1.217	303347	303993	+
AAEL006702	supercont1.217	304050	304455	+
AAEL006702	supercont1.217	303347	303993	+
AAEL006702	supercont1.217	304053	304455	+
AAEL008349	supercont1.318	1331991	1332393	+
AAEL008349	supercont1.318	1332631	1333037	+
AAEL001517	supercont1.35	895749	895920	+
AAEL001517	supercont1.35	916866	917110	+
AAEL001517	supercont1.35	919719	920713	+
AAEL001517	supercont1.35	926741	926957	+
AAEL001314	supercont1.29	1443971	1444058	-
AAEL001314	supercont1.29	1448121	1448193	-
AAEL001314	supercont1.29	1448263	1448593	-
AAEL013564	supercont1.870	203643	203813	-
AAEL013564	supercont1.870	211292	211495	-
AAEL013564	supercont1.870	211567	211668	-
AAEL013564	supercont1.870	215857	215943	-
AAEL013564	supercont1.870	215946	215961	-
AAEL013564	supercont1.870	230590	230792	-
AAEL007880	supercont1.287	16561	16879	-
AAEL007880	supercont1.287	16945	18266	-
AAEL007880	supercont1.287	18331	18445	-
AAEL007880	supercont1.287	19855	20212	-
AAEL003864	supercont1.98	1837585	1838249	-
AAEL003864	supercont1.98	1838308	1838488	-
AAEL003864	supercont1.98	1839253	1839447	-
AAEL004279	supercont1.113	2192550	2194918	-
AAEL004279	supercont1.113	2194981	2195114	-
AAEL004279	supercont1.113	2195181	2195298	-
AAEL004279	supercont1.113	2204341	2204508	-
AAEL004279	supercont1.113	2204569	2204597	-
AAEL007534	supercont1.262	169078	169493	+
AAEL007534	supercont1.262	178974	179084	+
AAEL007534	supercont1.262	180315	180770	+
AAEL007534	supercont1.262	196423	196928	+
AAEL004155	supercont1.109	1883886	1884264	-
AAEL004155	supercont1.109	1895283	1895353	-
AAEL013400	supercont1.835	111920	113149	-
AAEL013400	supercont1.835	113901	114929	-
AAEL005190	supercont1.145	1733314	1733739	+
AAEL003912	supercont1.100	636747	636951	-
AAEL003912	supercont1.100	637013	637276	-
AAEL003912	supercont1.100	637340	637510	-
AAEL003912	supercont1.100	636747	637276	-
AAEL003912	supercont1.100	637340	637526	-
AAEL003916	supercont1.100	718788	719482	-
AAEL003916	supercont1.100	720421	720522	-
AAEL003916	supercont1.100	720589	720979	-
AAEL003916	supercont1.100	733487	733811	-
AAEL003916	supercont1.100	733883	734020	-
AAEL010506	supercont1.482	196924	197041	+
AAEL010506	supercont1.482	224384	224568	+
AAEL010506	supercont1.482	224641	224795	+
AAEL010506	supercont1.482	225044	225172	+
AAEL010506	supercont1.482	238928	239057	+
AAEL010506	supercont1.482	239126	239279	+
AAEL010506	supercont1.482	239645	239752	+
AAEL010506	supercont1.482	244956	246253	+
AAEL010506	supercont1.482	196877	197041	+
AAEL010506	supercont1.482	224384	224568	+
AAEL010506	supercont1.482	224641	224795	+
AAEL010506	supercont1.482	238190	238318	+
AAEL010506	supercont1.482	238928	239057	+
AAEL010506	supercont1.482	239126	239279	+
AAEL010506	supercont1.482	239362	239469	+
AAEL010506	supercont1.482	240010	240312	+
AAEL012616	supercont1.717	151814	152135	-
AAEL012616	supercont1.717	152201	153355	-
AAEL012616	supercont1.717	153411	154362	-
AAEL012616	supercont1.717	154422	154875	-
AAEL012616	supercont1.717	154939	155079	-
AAEL012616	supercont1.717	155143	155297	-
AAEL012616	supercont1.717	164657	164768	-
AAEL012616	supercont1.717	164856	164946	-
AAEL012869	supercont1.752	106955	107100	+
AAEL012869	supercont1.752	110926	111245	+
AAEL011274	supercont1.562	570739	570926	-
AAEL011274	supercont1.562	570989	571130	-
AAEL011274	supercont1.562	575708	575869	-
AAEL011274	supercont1.562	575932	576092	-
AAEL011274	supercont1.562	576180	576598	-
AAEL011274	supercont1.562	576657	576753	-
AAEL011274	supercont1.562	576834	578262	-
AAEL011274	supercont1.562	585171	585935	-
AAEL011274	supercont1.562	586001	586675	-
AAEL011274	supercont1.562	589896	590549	-
AAEL011274	supercont1.562	590616	590805	-
AAEL011274	supercont1.562	600659	601327	-
AAEL011274	supercont1.562	601388	601503	-
AAEL002860	supercont1.70	1400746	1401797	-
AAEL002860	supercont1.70	1407553	1407816	-
AAEL002860	supercont1.70	1408437	1408716	-
AAEL013549	supercont1.869	173101	174553	+
AAEL008322	supercont1.314	980567	981210	-
AAEL008322	supercont1.314	1030083	1030276	-
AAEL008322	supercont1.314	1131277	1132187	-
AAEL002998	supercont1.74	176639	176930	+
AAEL002998	supercont1.74	192883	193748	+
AAEL002703	supercont1.65	2800078	2800605	-
AAEL002703	supercont1.65	2800669	2800768	-
AAEL002703	supercont1.65	2801025	2801181	-
AAEL002703	supercont1.65	2801327	2801356	-
AAEL002703	supercont1.65	2800078	2800605	-
AAEL002703	supercont1.65	2800669	2800768	-
AAEL002703	supercont1.65	2801025	2801181	-
AAEL002703	supercont1.65	2801379	2801532	-
AAEL005226	supercont1.146	761781	762017	-
AAEL005226	supercont1.146	762032	762183	-
AAEL005226	supercont1.146	762308	762383	-
AAEL005226	supercont1.146	762521	762567	-
AAEL005226	supercont1.146	762585	762669	-
AAEL005226	supercont1.146	762718	762788	-
AAEL005226	supercont1.146	762946	763119	-
AAEL005226	supercont1.146	763365	763446	-
AAEL005773	supercont1.174	1282519	1282522	+
AAEL005773	supercont1.174	1283887	1283964	+
AAEL005773	supercont1.174	1325492	1325900	+
AAEL005773	supercont1.174	1336318	1336437	+
AAEL005773	supercont1.174	1336505	1336799	+
AAEL014514	supercont1.1145	1328	1433	+
AAEL014514	supercont1.1145	7501	8135	+
AAEL014514	supercont1.1145	8196	8288	+
AAEL012530	supercont1.706	432122	432565	+
AAEL012530	supercont1.706	432637	432864	+
AAEL009999	supercont1.446	492351	492956	+
AAEL002455	supercont1.57	29917	29925	+
AAEL002455	supercont1.57	35152	38677	+
AAEL002455	supercont1.57	44484	45418	+
AAEL002455	supercont1.57	45685	45810	+
AAEL002455	supercont1.57	52866	52954	+
AAEL002455	supercont1.57	61213	63246	+
AAEL011834	supercont1.619	231431	232133	-
AAEL011834	supercont1.619	263128	263209	-
AAEL011834	supercont1.619	288925	289041	-
AAEL011834	supercont1.619	309871	310023	-
AAEL005564	supercont1.163	758170	759504	-
AAEL005564	supercont1.163	774085	774257	-
AAEL005564	supercont1.163	774315	774811	-
AAEL009567	supercont1.407	341497	341854	+
AAEL009567	supercont1.407	341923	342142	+
AAEL009567	supercont1.407	342204	342864	+
AAEL001701	supercont1.39	2496654	2497106	-
AAEL001701	supercont1.39	2497494	2497563	-
AAEL001701	supercont1.39	2497630	2497844	-
AAEL013089	supercont1.789	429806	429888	+
AAEL013089	supercont1.789	430041	430661	+
AAEL013089	supercont1.789	430843	430969	+
AAEL013089	supercont1.789	432741	432751	+
AAEL009120	supercont1.371	407887	409006	+
AAEL009120	supercont1.371	409063	409551	+
AAEL002489	supercont1.58	353249	353791	-
AAEL002351	supercont1.54	2060238	2060731	-
AAEL002351	supercont1.54	2067982	2068212	-
AAEL002351	supercont1.54	2069644	2069703	-
AAEL002351	supercont1.54	2069884	2070292	-
AAEL002351	supercont1.54	2071571	2072279	-
AAEL002351	supercont1.54	2072354	2072370	-
AAEL008080	supercont1.300	1113763	1114623	+
AAEL008022	supercont1.295	485880	486282	+
AAEL008022	supercont1.295	554989	555123	+
AAEL008022	supercont1.295	569938	570248	+
AAEL008022	supercont1.295	639616	640215	+
AAEL000499	supercont1.9	1512319	1513341	+
AAEL000449	supercont1.8	1347353	1347679	+
AAEL007424	supercont1.255	1066778	1067170	+
AAEL007424	supercont1.255	1067173	1067220	+
AAEL007424	supercont1.255	1067280	1067453	+
AAEL003528	supercont1.89	2546174	2546304	+
AAEL003528	supercont1.89	2546429	2547508	+
AAEL003528	supercont1.89	2561027	2561090	+
AAEL003528	supercont1.89	2561155	2561320	+
AAEL003528	supercont1.89	2561387	2561907	+
AAEL012448	supercont1.697	227625	228118	-
AAEL012448	supercont1.697	231001	231400	-
AAEL012448	supercont1.697	231890	232059	-
AAEL012448	supercont1.697	232149	232296	-
AAEL012008	supercont1.643	100419	100488	+
AAEL012008	supercont1.643	100551	101651	+
AAEL012008	supercont1.643	101964	102399	+
AAEL004392	supercont1.117	2370640	2370784	-
AAEL004392	supercont1.117	2380438	2380880	-
AAEL004392	supercont1.117	2387407	2387683	-
AAEL009532	supercont1.404	445538	445610	-
AAEL009532	supercont1.404	445667	447924	-
AAEL009532	supercont1.404	452172	452300	-
AAEL002494	supercont1.58	123863	124378	-
AAEL002494	supercont1.58	124446	125033	-
AAEL000510	supercont1.9	1851136	1851442	-
AAEL000510	supercont1.9	1851515	1851644	-
AAEL000510	supercont1.9	1851704	1853421	-
AAEL015199	supercont1.1573	111296	111314	+
AAEL015199	supercont1.1573	111442	111591	+
AAEL015199	supercont1.1573	111939	113142	+
AAEL015199	supercont1.1573	113211	113536	+
AAEL001833	supercont1.43	2997679	2998146	-
AAEL001833	supercont1.43	3018382	3019247	-
AAEL006192	supercont1.194	27376	27633	+
AAEL006192	supercont1.194	27713	28342	+
AAEL006192	supercont1.194	28395	28634	+
AAEL006204	supercont1.194	1607984	1608260	+
AAEL006204	supercont1.194	1637673	1638089	+
AAEL001745	supercont1.41	175001	175356	+
AAEL001745	supercont1.41	183559	183885	+
AAEL001745	supercont1.41	183953	184362	+
AAEL001745	supercont1.41	184430	184701	+
AAEL007036	supercont1.232	1642986	1643216	+
AAEL007036	supercont1.232	1653525	1653785	+
AAEL004399	supercont1.117	473456	473928	+
AAEL004399	supercont1.117	487689	487841	+
AAEL004399	supercont1.117	488342	488416	+
AAEL004399	supercont1.117	494455	494520	+
AAEL004399	supercont1.117	497266	497334	+
AAEL004399	supercont1.117	497461	497535	+
AAEL004399	supercont1.117	498647	498764	+
AAEL004399	supercont1.117	498852	498984	+
AAEL004399	supercont1.117	530951	531143	+
AAEL004399	supercont1.117	531435	531587	+
AAEL004399	supercont1.117	531676	531818	+
AAEL004399	supercont1.117	547770	548394	+
AAEL004399	supercont1.117	549085	549391	+
AAEL002748	supercont1.66	2861535	2861621	+
AAEL002748	supercont1.66	2861680	2862415	+
AAEL002748	supercont1.66	2862523	2862757	+
AAEL002748	supercont1.66	2862828	2863210	+
AAEL002748	supercont1.66	2864903	2865585	+
AAEL001981	supercont1.47	2265691	2266170	+
AAEL013035	supercont1.782	189155	189227	+
AAEL013035	supercont1.782	200628	200836	+
AAEL012660	supercont1.722	64700	65566	-
AAEL012660	supercont1.722	65627	65641	-
AAEL013655	supercont1.891	351544	351578	+
AAEL013655	supercont1.891	355850	356330	+
AAEL000608	supercont1.12	460065	460132	+
AAEL000608	supercont1.12	460193	460398	+
AAEL000608	supercont1.12	467600	467888	+
AAEL000608	supercont1.12	467948	468389	+
AAEL000608	supercont1.12	468480	468769	+
AAEL000608	supercont1.12	468831	469020	+
AAEL000608	supercont1.12	469083	469275	+
AAEL000608	supercont1.12	469337	469571	+
AAEL000608	supercont1.12	469632	469785	+
AAEL000608	supercont1.12	477147	478058	+
AAEL000608	supercont1.12	478126	478414	+
AAEL000608	supercont1.12	486021	486909	+
AAEL000608	supercont1.12	487492	487815	+
AAEL011781	supercont1.612	357366	358937	+
AAEL002888	supercont1.71	765887	767150	-
AAEL002888	supercont1.71	782393	782649	-
AAEL002888	supercont1.71	784020	784410	-
AAEL010691	supercont1.497	72185	72448	+
AAEL010691	supercont1.497	84252	84503	+
AAEL010691	supercont1.497	84571	84851	+
AAEL010691	supercont1.497	85117	85564	+
AAEL010691	supercont1.497	85628	86305	+
AAEL002602	supercont1.61	1570382	1570405	-
AAEL002602	supercont1.61	1570471	1571362	-
AAEL002602	supercont1.61	1576037	1576086	-
AAEL005131	supercont1.143	1382956	1383098	+
AAEL005131	supercont1.143	1384014	1384305	+
AAEL005131	supercont1.143	1392083	1392238	+
AAEL005131	supercont1.143	1392311	1392533	+
AAEL005131	supercont1.143	1394278	1394454	+
AAEL005131	supercont1.143	1395664	1395783	+
AAEL005131	supercont1.143	1417731	1417991	+
AAEL005131	supercont1.143	1418244	1418409	+
AAEL005131	supercont1.143	1427587	1427721	+
AAEL005131	supercont1.143	1427776	1428070	+
AAEL005131	supercont1.143	1428136	1428387	+
AAEL000434	supercont1.8	3711414	3711789	+
AAEL000434	supercont1.8	3711853	3712059	+
AAEL000434	supercont1.8	3728670	3729154	+
AAEL000434	supercont1.8	3729214	3729632	+
AAEL000434	supercont1.8	3729948	3730047	+
AAEL000434	supercont1.8	3730106	3730330	+
AAEL000434	supercont1.8	3730393	3730662	+
AAEL012374	supercont1.685	190534	190554	+
AAEL012374	supercont1.685	191205	191342	+
AAEL012374	supercont1.685	192304	192520	+
AAEL012374	supercont1.685	206028	206173	+
AAEL012374	supercont1.685	206809	206939	+
AAEL012374	supercont1.685	207060	207174	+
AAEL012374	supercont1.685	214618	214763	+
AAEL012374	supercont1.685	214843	214996	+
AAEL012374	supercont1.685	220637	220813	+
AAEL012374	supercont1.685	221796	221868	+
AAEL012374	supercont1.685	231146	231282	+
AAEL012374	supercont1.685	231484	231709	+
AAEL012374	supercont1.685	231769	231927	+
AAEL012374	supercont1.685	232872	233008	+
AAEL008136	supercont1.302	292426	293171	-
AAEL008136	supercont1.302	293249	293435	-
AAEL014595	supercont1.1183	34716	35045	-
AAEL014595	supercont1.1183	35378	36512	-
AAEL014595	supercont1.1183	84911	85076	-
AAEL014595	supercont1.1183	96226	96256	-
AAEL007673	supercont1.273	1442335	1443663	-
AAEL007673	supercont1.273	1443720	1443905	-
AAEL012060	supercont1.650	226434	226617	+
AAEL012060	supercont1.650	226677	226774	+
AAEL012060	supercont1.650	226840	227363	+
AAEL004506	supercont1.121	2302088	2302307	+
AAEL004506	supercont1.121	2303468	2303689	+
AAEL004506	supercont1.121	2303761	2304759	+
AAEL004506	supercont1.121	2305057	2306853	+
AAEL004506	supercont1.121	2306911	2307048	+
AAEL004506	supercont1.121	2321912	2321931	+
AAEL002138	supercont1.50	1592913	1593732	-
AAEL002138	supercont1.50	1593864	1594060	-
AAEL009371	supercont1.392	195605	197366	+
AAEL009371	supercont1.392	220104	220396	+
AAEL009371	supercont1.392	220459	220911	+
AAEL009371	supercont1.392	220979	221080	+
AAEL009371	supercont1.392	225522	225650	+
AAEL009371	supercont1.392	239829	240459	+
AAEL009452	supercont1.397	102661	103155	+
AAEL000155	supercont1.2	4359005	4359068	-
AAEL000155	supercont1.2	4364301	4365844	-
AAEL001666	supercont1.38	1065873	1066682	-
AAEL001666	supercont1.38	1066812	1066898	-
AAEL001666	supercont1.38	1077930	1078843	-
AAEL001666	supercont1.38	1078922	1079026	-
AAEL001666	supercont1.38	1079543	1079696	-
AAEL001666	supercont1.38	1079764	1080204	-
AAEL001666	supercont1.38	1105772	1106487	-
AAEL001666	supercont1.38	1113478	1114153	-
AAEL001666	supercont1.38	1114266	1114778	-
AAEL001666	supercont1.38	1133501	1133655	-
AAEL001666	supercont1.38	1133719	1133942	-
AAEL010793	supercont1.508	287084	287219	-
AAEL010793	supercont1.508	297412	298402	-
AAEL010793	supercont1.508	307409	307733	-
AAEL010793	supercont1.508	307849	308048	-
AAEL007500	supercont1.258	522302	522508	+
AAEL007500	supercont1.258	546745	546949	+
AAEL007500	supercont1.258	547012	547932	+
AAEL003856	supercont1.98	767773	768183	-
AAEL012278	supercont1.674	324884	325755	+
AAEL012278	supercont1.674	330264	332493	+
AAEL010161	supercont1.458	645883	646117	-
AAEL010161	supercont1.458	646186	646275	-
AAEL010161	supercont1.458	655638	655844	-
AAEL010161	supercont1.458	655911	655997	-
AAEL009045	supercont1.364	601451	601818	-
AAEL009045	supercont1.364	602416	602978	-
AAEL009045	supercont1.364	612425	613075	-
AAEL012151	supercont1.660	634003	634317	+
AAEL012151	supercont1.660	634379	634631	+
AAEL012151	supercont1.660	634669	634894	+
AAEL012151	supercont1.660	638363	638614	+
AAEL012151	supercont1.660	645459	645791	+
AAEL012151	supercont1.660	645851	646212	+
AAEL015293	supercont1.1734	6322	6940	-
AAEL015293	supercont1.1734	7336	7830	-
AAEL015293	supercont1.1734	18314	18670	-
AAEL015293	supercont1.1734	19717	19839	-
AAEL013125	supercont1.793	250544	250744	-
AAEL011303	supercont1.565	550881	551144	+
AAEL011303	supercont1.565	551207	551408	+
AAEL011303	supercont1.565	552476	552929	+
AAEL010413	supercont1.476	328395	328397	-
AAEL010413	supercont1.476	328631	329290	-
AAEL010413	supercont1.476	341479	341682	-
AAEL009864	supercont1.433	700828	700836	+
AAEL009864	supercont1.433	700946	701533	+
AAEL009864	supercont1.433	713010	713162	+
AAEL009864	supercont1.433	713224	713421	+
AAEL005171	supercont1.145	1925216	1925547	-
AAEL005171	supercont1.145	1927384	1927472	-
AAEL005171	supercont1.145	1927534	1927782	-
AAEL012917	supercont1.759	417232	418986	+
AAEL012917	supercont1.759	419047	419159	+
AAEL012917	supercont1.759	433384	433508	+
AAEL012917	supercont1.759	440167	440291	+
AAEL012917	supercont1.759	440297	440335	+
AAEL012917	supercont1.759	447868	447955	+
AAEL012917	supercont1.759	448040	448257	+
AAEL012917	supercont1.759	448319	448379	+
AAEL012917	supercont1.759	448398	448533	+
AAEL012917	supercont1.759	448599	448773	+
AAEL012917	supercont1.759	449303	449509	+
AAEL012917	supercont1.759	449657	449686	+
AAEL012917	supercont1.759	449859	449927	+
AAEL012917	supercont1.759	450312	450379	+
AAEL012917	supercont1.759	458512	458823	+
AAEL012917	supercont1.759	459167	459957	+
AAEL012917	supercont1.759	460057	460319	+
AAEL014936	supercont1.1348	3794	4078	-
AAEL014936	supercont1.1348	17533	18123	-
AAEL014936	supercont1.1348	18192	18297	-
AAEL014936	supercont1.1348	18680	18822	-
AAEL014936	supercont1.1348	18885	19082	-
AAEL014936	supercont1.1348	19143	20392	-
AAEL014936	supercont1.1348	21604	21754	-
AAEL014340	supercont1.1082	105682	106618	-
AAEL014340	supercont1.1082	113240	113384	-
AAEL014340	supercont1.1082	115826	115959	-
AAEL014340	supercont1.1082	116019	116252	-
AAEL014340	supercont1.1082	113138	113384	-
AAEL014340	supercont1.1082	115826	115959	-
AAEL014340	supercont1.1082	116019	116252	-
AAEL014613	supercont1.1188	73219	74617	-
AAEL014613	supercont1.1188	74681	74892	-
AAEL006175	supercont1.193	86288	86461	+
AAEL006175	supercont1.193	86520	88120	+
AAEL007851	supercont1.286	881226	882289	-
AAEL007851	supercont1.286	891475	891498	-
AAEL004270	supercont1.112	2449174	2449293	+
AAEL004270	supercont1.112	2449358	2449610	+
AAEL004270	supercont1.112	2458420	2458517	+
AAEL004270	supercont1.112	2458767	2459516	+
AAEL010636	supercont1.492	711815	711833	+
AAEL010636	supercont1.492	714778	715208	+
AAEL010636	supercont1.492	715267	715611	+
AAEL013654	supercont1.890	167484	167573	+
AAEL013654	supercont1.890	168249	168440	+
AAEL013654	supercont1.890	168510	169425	+
AAEL013654	supercont1.890	169491	169843	+
AAEL013654	supercont1.890	171484	171657	+
AAEL004433	supercont1.119	1141376	1141886	-
AAEL004433	supercont1.119	1141949	1142028	-
AAEL001697	supercont1.39	1260454	1260808	+
AAEL001697	supercont1.39	1260876	1261133	+
AAEL001697	supercont1.39	1261196	1261793	+
AAEL001697	supercont1.39	1261900	1261927	+
AAEL003381	supercont1.85	925912	926074	+
AAEL003381	supercont1.85	944976	945649	+
AAEL008242	supercont1.309	289565	290437	-
AAEL008242	supercont1.309	297570	297850	-
AAEL008242	supercont1.309	297946	298021	-
AAEL008242	supercont1.309	298246	298484	-
AAEL008242	supercont1.309	305098	306822	-
AAEL008242	supercont1.309	306879	307170	-
AAEL008242	supercont1.309	322473	323470	-
AAEL008242	supercont1.309	338186	338236	-
AAEL000431	supercont1.8	1060441	1061518	-
AAEL000431	supercont1.8	1061638	1061857	-
AAEL002908	supercont1.71	380116	380169	+
AAEL002908	supercont1.71	380234	380780	+
AAEL010991	supercont1.531	583184	585032	-
AAEL010991	supercont1.531	595006	595281	-
AAEL010991	supercont1.531	595350	595613	-
AAEL010991	supercont1.531	595675	595847	-
AAEL010991	supercont1.531	595912	596051	-
AAEL010991	supercont1.531	596124	596458	-
AAEL010991	supercont1.531	601230	601875	-
AAEL010991	supercont1.531	609522	609657	-
AAEL010991	supercont1.531	615935	616054	-
AAEL005322	supercont1.151	1942356	1942375	+
AAEL005322	supercont1.151	1942436	1942566	+
AAEL005322	supercont1.151	1942631	1943586	+
AAEL001019	supercont1.21	2683639	2683827	-
AAEL001019	supercont1.21	2704458	2707205	-
AAEL008615	supercont1.335	1220335	1221092	-
AAEL008615	supercont1.335	1238217	1239896	-
AAEL008615	supercont1.335	1240042	1240264	-
AAEL003662	supercont1.94	1838837	1839409	+
AAEL011472	supercont1.583	346646	346966	+
AAEL011472	supercont1.583	347033	347425	+
AAEL014798	supercont1.1276	71705	72493	-
AAEL014798	supercont1.1276	72563	72815	-
AAEL014798	supercont1.1276	73076	73185	-
AAEL007592	supercont1.265	72858	72951	+
AAEL007592	supercont1.265	73021	73558	+
AAEL003159	supercont1.80	1351692	1351786	+
AAEL003159	supercont1.80	1351858	1352550	+
AAEL003159	supercont1.80	1354817	1354972	+
AAEL013302	supercont1.819	307606	307968	-
AAEL000729	supercont1.15	1545451	1545664	-
AAEL000729	supercont1.15	1562702	1562950	-
AAEL000729	supercont1.15	1608576	1608777	-
AAEL000729	supercont1.15	1621189	1621221	-
AAEL000729	supercont1.15	1647037	1647121	-
AAEL000729	supercont1.15	1660999	1661081	-
AAEL000729	supercont1.15	1662778	1662829	-
AAEL010221	supercont1.463	400078	400775	-
AAEL010221	supercont1.463	410968	411223	-
AAEL010221	supercont1.463	411844	412022	-
AAEL010221	supercont1.463	412382	412486	-
AAEL010221	supercont1.463	421082	421295	-
AAEL003361	supercont1.85	583144	583320	+
AAEL003361	supercont1.85	583390	585213	+
AAEL008485	supercont1.328	747690	747836	+
AAEL008485	supercont1.328	752606	752660	+
AAEL008485	supercont1.328	752739	753185	+
AAEL008485	supercont1.328	753253	753403	+
AAEL008485	supercont1.328	753470	753593	+
AAEL008485	supercont1.328	753662	753798	+
AAEL004530	supercont1.122	187904	188032	+
AAEL004530	supercont1.122	188094	189117	+
AAEL004530	supercont1.122	196070	196614	+
AAEL011223	supercont1.554	616982	617324	-
AAEL011223	supercont1.554	618426	618635	-
AAEL011223	supercont1.554	622144	622344	-
AAEL011223	supercont1.554	622473	622654	-
AAEL011223	supercont1.554	623418	623436	-
AAEL010954	supercont1.524	761369	762031	+
AAEL003473	supercont1.87	163391	163454	-
AAEL003473	supercont1.87	177600	177775	-
AAEL003473	supercont1.87	177778	177811	-
AAEL003473	supercont1.87	177993	178130	-
AAEL003473	supercont1.87	202631	202734	-
AAEL003473	supercont1.87	214778	214993	-
AAEL003473	supercont1.87	220394	220497	-
AAEL003473	supercont1.87	220562	220788	-
AAEL003473	supercont1.87	238991	239145	-
AAEL000953	supercont1.19	95510	96185	-
AAEL000953	supercont1.19	104730	104940	-
AAEL000953	supercont1.19	141821	142133	-
AAEL010560	supercont1.487	1000897	1001151	+
AAEL005966	supercont1.182	937045	937309	+
AAEL005966	supercont1.182	937369	937661	+
AAEL013752	supercont1.910	93090	93631	+
AAEL013752	supercont1.910	123790	123899	+
AAEL013752	supercont1.910	123997	124129	+
AAEL013752	supercont1.910	124230	124452	+
AAEL013752	supercont1.910	124833	125072	+
AAEL005257	supercont1.148	391515	391623	+
AAEL005257	supercont1.148	391686	391765	+
AAEL005257	supercont1.148	391825	391978	+
AAEL005257	supercont1.148	392042	392151	+
AAEL009778	supercont1.428	96399	96728	-
AAEL000559	supercont1.10	944561	944706	+
AAEL000559	supercont1.10	944775	945968	+
AAEL000559	supercont1.10	963495	963999	+
AAEL013553	supercont1.869	289460	289874	-
AAEL013553	supercont1.869	289939	291366	-
AAEL013553	supercont1.869	292589	292887	-
AAEL007434	supercont1.256	65453	66286	-
AAEL007434	supercont1.256	66371	66454	-
AAEL010200	supercont1.460	778311	778976	-
AAEL010200	supercont1.460	824566	824667	-
AAEL010200	supercont1.460	831307	831413	-
AAEL010200	supercont1.460	836006	836331	-
AAEL010200	supercont1.460	853066	853909	-
AAEL010200	supercont1.460	853982	854030	-
AAEL015602	supercont1.3657	5335	5630	-
AAEL015602	supercont1.3657	5689	5964	-
AAEL006059	supercont1.187	818151	818556	-
AAEL006059	supercont1.187	819255	820061	-
AAEL012040	supercont1.647	13234	14339	-
AAEL012040	supercont1.647	14397	14452	-
AAEL009214	supercont1.380	129855	129887	+
AAEL009214	supercont1.380	142898	142937	+
AAEL009214	supercont1.380	143336	143773	+
AAEL012122	supercont1.657	563655	565342	-
AAEL003953	supercont1.102	1031462	1032038	-
AAEL003953	supercont1.102	1036812	1036926	-
AAEL003953	supercont1.102	1037286	1037383	-
AAEL003953	supercont1.102	1046585	1046762	-
AAEL003953	supercont1.102	1053422	1053549	-
AAEL003953	supercont1.102	1053632	1053824	-
AAEL003953	supercont1.102	1054337	1054517	-
AAEL003953	supercont1.102	1065328	1065440	-
AAEL003953	supercont1.102	1078261	1078445	-
AAEL003953	supercont1.102	1079353	1079634	-
AAEL003953	supercont1.102	1079710	1079930	-
AAEL003953	supercont1.102	1100546	1100758	-
AAEL003953	supercont1.102	1137414	1138631	-
